,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
2106,5.0,no,bkcchi,2 (stereo),2015-08-11,decreasing,34,XC277126.mp3,decelerating,Black-capped Chickadee,4-6,XC277126 Black-capped Chickadee (Poecile atricapillus),[],no,Poecile atricapillus," Dungeness Recreation Area, Clallam County, Washington",48.1401,44100 (Hz),call,40 m,,320000 (bps),mp3,level,,277126,https://www.xeno-canto.org/277126,United States,Greg Irving,Poecile atricapillus_Black-capped Chickadee,-123.1923,0-3(s),07:45,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2107,5.0,no,bkcchi,2 (stereo),2015-09-06,level,8,XC278350.mp3,Not specified,Black-capped Chickadee,1-3,XC278350 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," North Vancouver, Braemer street British Columbia",49.348,44100 (Hz),call,320 m,,128000 (bps),mp3,level,,278350,https://www.xeno-canto.org/278350,Canada,Manuel Grosselet,Poecile atricapillus_Black-capped Chickadee,-123.051,0-3(s),10:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2108,4.5,no,bkcchi,1 (mono),2015-10-07,Not specified,110,XC284487.mp3,Not specified,Black-capped Chickadee,Not specified,XC284487 Black-capped Chickadee (Poecile atricapillus),['Poecile hudsonicus_Boreal Chickadee'],yes,Poecile atricapillus," Hilltop Park, Anchorage, Alaska",61.1419,44100 (Hz),"alarm call, call",150 m,Vocalizations in response to pishing from a group of 11+ individuals at edge of small clearing amid subalpine spruce/birch woodland. On-mic individuals were very close to me and within 2m of ground in small birch at clearing edge. Light rain.,80000 (bps),mp3,Not specified,Boreal Chickadee (Poecile hudsonicus),284487,https://www.xeno-canto.org/284487,United States,Dan Lane,Poecile atricapillus_Black-capped Chickadee,-149.7501,Not specified,12:30,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2109,4.5,no,bkcchi,1 (mono),2015-10-07,Not specified,20,XC284495.mp3,Not specified,Black-capped Chickadee,Not specified,XC284495 Black-capped Chickadee (Poecile atricapillus),['Poecile hudsonicus_Boreal Chickadee'],yes,Poecile atricapillus," Hilltop Park, Anchorage, Alaska",61.1419,44100 (Hz),"call, song",150 m,Vocalizations in response to pishing from a group of 3-4 birds in short birches by stunted spruce (<5m tall) on low hilltop. Rain.,80000 (bps),mp3,Not specified,Boreal Chickadee (Poecile hudsonicus),284495,https://www.xeno-canto.org/284495,United States,Dan Lane,Poecile atricapillus_Black-capped Chickadee,-149.7501,Not specified,13:00,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2110,4.5,no,bkcchi,2 (stereo),2015-02-13,Not specified,57,XC289009.mp3,Not specified,Black-capped Chickadee,Not specified,XC289009 Black-capped Chickadee (Poecile atricapillus),"[""Thryomanes bewickii_Bewick's Wren"", ""Cyanocitta stelleri_Steller's Jay"", 'Turdus migratorius_American Robin', 'Colaptes auratus_Northern Flicker']",yes,Poecile atricapillus," Marymoor Park, King County, Washington",47.6551,22050 (Hz),call,10 m,Pair investigating a nest cavity alongside a stream that enters the lake. Cavity within 10 feet of water and about 15 feet up. Quiet calls given as they investigated the cavity. High Pass filter ran and amplified. Recordist error had the settings wrong and cut off the highest frequencies.,128000 (bps),mp3,Not specified,Bewick's Wren (Thryomanes bewickii); Steller's Jay (Cyanocitta stelleri); American Robin (Turdus migratorius); Northern Flicker (Colaptes auratus),289009,https://www.xeno-canto.org/289009,United States,David Vander Pluym,Poecile atricapillus_Black-capped Chickadee,-122.112,Not specified,11:05,David Vander Pluym,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2111,4.5,no,bkcchi,2 (stereo),2015-07-25,Not specified,36,XC294136.mp3,Not specified,Black-capped Chickadee,Not specified,XC294136 Black-capped Chickadee (Poecile atricapillus),['Zonotrichia albicollis_White-throated Sparrow'],yes,Poecile atricapillus," Stoneham-et-Tewkesbury, La Jacques-Cartier, Québec",47.0655,44100 (Hz),call,380 m,"Two individuals foraging in shrubs 1-3 meters from the ground. Habitat: shrubland, garden, mature mixed forest.",128000 (bps),mp3,Not specified,White-throated Sparrow (Zonotrichia albicollis),294136,https://www.xeno-canto.org/294136,Canada,Martin St-Michel,Poecile atricapillus_Black-capped Chickadee,-71.4145,Not specified,06:34,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2112,4.0,,bkcchi,2 (stereo),2015-08-12,Not specified,4,XC296027.mp3,Not specified,Black-capped Chickadee,Not specified,XC296027 Black-capped Chickadee (Poecile atricapillus),[],,Poecile atricapillus," Invermay No. 305 (near  Invermay), Division No. 9, Saskatchewan",51.7537,44100 (Hz),call,550 m,"Recorded on windy day using Sennheiser ME66 /K6 and Olympus LS-14.

Same individuals (two were in the area) as XC296025 & XC296026.

Modifications: HPF 1100 Hz with 12 dB roll-off.

Location approximation only. Will update with GPS coordinates soon.

bird-seen:yes",128000 (bps),mp3,Not specified,,296027,https://www.xeno-canto.org/296027,Canada,Patrick Turgeon,Poecile atricapillus_Black-capped Chickadee,-103.2115,Not specified,13:53,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2113,4.0,no,bkcchi,2 (stereo),2015-07-04,Not specified,43,XC298451.mp3,Not specified,Black-capped Chickadee,Not specified,XC298451 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Réserve nationale de faune du lac Saint-François, Le Haut-Saint-Laurent, Québec",45.0394,44100 (Hz),call,50 m,"Four individuals calling at mid-level with a Sitta carolinensis. Habitat: mixed mature forest, shrubland, young deciduous forest.",128000 (bps),mp3,Not specified,,298451,https://www.xeno-canto.org/298451,Canada,Martin St-Michel,Poecile atricapillus_Black-capped Chickadee,-74.4613,Not specified,16:37,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2114,4.5,no,bkcchi,1 (mono),2012-05-23,Not specified,99,XC299725.mp3,Not specified,Black-capped Chickadee,Not specified,XC299725 Black-capped Chickadee (Poecile atricapillus),"['Setophaga virens_Black-throated Green Warbler', 'Vireo olivaceus_Red-eyed Vireo', 'Setophaga magnolia_Magnolia Warbler', 'Geothlypis trichas_Common Yellowthroat', 'Seiurus aurocapilla_Ovenbird']",yes,Poecile atricapillus," Moosehorn NWR, Edmunds Division, Washington Co, Maine",44.8501,48000 (Hz),call,20 m,three moving through the forest,128000 (bps),mp3,Not specified,Black-throated Green Warbler (Setophaga virens); Red-eyed Vireo (Vireo olivaceus); Magnolia Warbler (Setophaga magnolia); Common Yellowthroat (Geothlypis trichas); Ovenbird (Seiurus aurocapilla),299725,https://www.xeno-canto.org/299725,United States,Paul Marvin,Poecile atricapillus_Black-capped Chickadee,-67.1944,Not specified,07:38,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2115,4.0,,bkcchi,1 (mono),2012-05-16,Not specified,49,XC299852.mp3,Not specified,Black-capped Chickadee,Not specified,XC299852 Black-capped Chickadee (Poecile atricapillus),[],,Poecile atricapillus," Marblehead Neck Wildlife Sanctuary, Massachusetts",42.4929,48000 (Hz),song,10 m,playback-used:no,128000 (bps),mp3,Not specified,,299852,https://www.xeno-canto.org/299852,United States,Paul Marvin,Poecile atricapillus_Black-capped Chickadee,-70.8399,Not specified,08:13,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2116,4.0,no,bkcchi,2 (stereo),2012-07-20,Not specified,45,XC302549.mp3,Not specified,Black-capped Chickadee,Not specified,XC302549 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Peace River Canyon, British Columbia",56.1145,44100 (Hz),"call, song",440 m,,128000 (bps),mp3,Not specified,,302549,https://www.xeno-canto.org/302549,Canada,James Bradley,Poecile atricapillus_Black-capped Chickadee,-121.7436,Not specified,10:30,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2117,5.0,no,bkcchi,2 (stereo),2016-02-17,Not specified,13,XC304269.mp3,Not specified,Black-capped Chickadee,Not specified,XC304269 Black-capped Chickadee (Poecile atricapillus),[],no,Poecile atricapillus," Basnau Rd, Chippewa County, Michigan",46.3182,44100 (Hz),call,220 m,"Call from inside the wood, never saw the bird. Place full of Black-capped Chickadee and Redpolls.

It seems it's a ""It's a Black-capped Chickadee gargle song."" see forum...",192000 (bps),mp3,Not specified,,304269,https://www.xeno-canto.org/304269,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-85.1738,Not specified,13:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2118,5.0,no,bkcchi,2 (stereo),2016-02-17,Not specified,15,XC304270.mp3,Not specified,Black-capped Chickadee,Not specified,XC304270 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Hulbert Township (near  Hulbert), Chippewa County, Michigan",46.3182,44100 (Hz),song,220 m,,192000 (bps),mp3,Not specified,,304270,https://www.xeno-canto.org/304270,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-85.1738,Not specified,13:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2119,5.0,no,bkcchi,2 (stereo),2016-02-28,Not specified,24,XC305762.mp3,Not specified,Black-capped Chickadee,Not specified,XC305762 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Bald Mountain Park, South RA, Oakland County, MI",42.7372,44100 (Hz),song,280 m,,192000 (bps),mp3,Not specified,,305762,https://www.xeno-canto.org/305762,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-83.2314,Not specified,09:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2120,5.0,no,bkcchi,2 (stereo),2016-04-05,Not specified,23,XC311564.mp3,Not specified,Black-capped Chickadee,Not specified,XC311564 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Bald Mountain Park, North RA, Oakland County, MI",42.7895,44100 (Hz),"call, song",280 m,,192000 (bps),mp3,Not specified,,311564,https://www.xeno-canto.org/311564,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-83.1904,Not specified,10:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2121,4.0,no,bkcchi,1 (mono),2016-04-20,Not specified,33,XC313353.mp3,Not specified,Black-capped Chickadee,Not specified,XC313353 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Elsen's Hill, DuPage County, Illinois",41.8605,44100 (Hz),call,240 m,,320000 (bps),mp3,Not specified,,313353,https://www.xeno-canto.org/313353,United States,Matt Wistrand,Poecile atricapillus_Black-capped Chickadee,-88.1756,Not specified,18:05,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2122,4.0,no,bkcchi,2 (stereo),2016-04-15,Not specified,12,XC313677.mp3,Not specified,Black-capped Chickadee,Not specified,XC313677 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Marsh View, Oakland County, Michigan",42.7721,44100 (Hz),call,280 m,Repeated chip on top of other bird songs,192000 (bps),mp3,Not specified,,313677,https://www.xeno-canto.org/313677,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-83.2011,Not specified,10:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2123,5.0,no,bkcchi,2 (stereo),2016-04-18,Not specified,11,XC313739.mp3,Not specified,Black-capped Chickadee,Not specified,XC313739 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Cranberry Lake Park, Oakland County, Michigan",42.7865,44100 (Hz),call,300 m,,192000 (bps),mp3,Not specified,,313739,https://www.xeno-canto.org/313739,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-83.1459,Not specified,17:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2124,4.5,no,bkcchi,2 (stereo),2016-05-03,Not specified,27,XC320376.mp3,Not specified,Black-capped Chickadee,Not specified,XC320376 Black-capped Chickadee (Poecile atricapillus),['Setophaga coronata_Yellow-rumped Warbler'],yes,Poecile atricapillus," Fort Collins, Larimer County, Colorado",40.5986,44100 (Hz),song,1500 m,Same individual from XC320377. Singing from mid-canopy in riparian deciduous forest along the Cache La Poudre River in Lee Martinez Park. Recording filtered to reduce interference from flowing river.,192000 (bps),mp3,Not specified,Myrtle Warbler (Setophaga coronata),320376,https://www.xeno-canto.org/320376,United States,Nick Komar,Poecile atricapillus_Black-capped Chickadee,-105.0809,Not specified,11:00,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2125,4.5,no,bkcchi,2 (stereo),2016-05-03,Not specified,123,XC320377.mp3,Not specified,Black-capped Chickadee,Not specified,XC320377 Black-capped Chickadee (Poecile atricapillus),"['Setophaga coronata_Yellow-rumped Warbler', 'Dryobates pubescens_Downy Woodpecker']",yes,Poecile atricapillus," Fort Collins, Larimer County, Colorado",40.5986,44100 (Hz),song,1500 m,Same individual from XC320376. Switches songs near the start of this clip. Singing from mid-canopy in riparian deciduous forest along the Cache La Poudre River in Lee Martinez Park. Recording filtered to reduce interference from flowing river.,192000 (bps),mp3,Not specified,Myrtle Warbler (Setophaga coronata); Downy Woodpecker (Dryobates pubescens),320377,https://www.xeno-canto.org/320377,United States,Nick Komar,Poecile atricapillus_Black-capped Chickadee,-105.0809,Not specified,11:00,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2126,4.0,no,bkcchi,2 (stereo),2016-06-10,Not specified,31,XC321389.mp3,Not specified,Black-capped Chickadee,Not specified,XC321389 Black-capped Chickadee (Poecile atricapillus),[],no,Poecile atricapillus," Fort Collins, Larimer County, Colorado",40.591,44100 (Hz),"song, unusual song type",1500 m,"Residential neighborhood in Fort Collins, Colorado.",192000 (bps),mp3,Not specified,,321389,https://www.xeno-canto.org/321389,United States,Nick Komar,Poecile atricapillus_Black-capped Chickadee,-105.1053,Not specified,14:00,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2127,5.0,no,bkcchi,2 (stereo),2016-07-17,Not specified,24,XC327904.mp3,Not specified,Black-capped Chickadee,Not specified,XC327904 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Bear Creek, Oakland County, Michigan",42.7336,44100 (Hz),call,300 m,"Editing: High-pass filter, cutoff frequency 1kHz, some amplification

Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.",192000 (bps),mp3,Not specified,,327904,https://www.xeno-canto.org/327904,United States,Antonio Xeira,Poecile atricapillus_Black-capped Chickadee,-83.1536,Not specified,10:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2128,5.0,no,bkcchi,2 (stereo),2016-07-08,Not specified,5,XC332054.mp3,Not specified,Black-capped Chickadee,4-6,XC332054 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Sylvan Dale Guest Ranch, Larimer County, Colorado",40.4234,48000 (Hz),song,1600 m,,320000 (bps),mp3,Not specified,,332054,https://www.xeno-canto.org/332054,United States,Sue Riffe,Poecile atricapillus_Black-capped Chickadee,-105.2237,0-3(s),10:47,Sue Riffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2129,4.5,no,bkcchi,2 (stereo),2016-04-09,decreasing,60,XC335242.mp3,level,Black-capped Chickadee,1-3,XC335242 Black-capped Chickadee (Poecile atricapillus),"['Zenaida macroura_Mourning Dove', 'Catharus guttatus_Hermit Thrush']",yes,Poecile atricapillus," Burrillville, Providence County, Rhode Island",41.9661,48000 (Hz),song,170 m,"-Recorded with Canon EOS Rebel T3i built-in mic, then edited with Audacity. Habitat: Residential area near deciduous forest and lake. Sunny evening.",128000 (bps),mp3,level,Mourning Dove (Zenaida macroura); Hermit Thrush (Catharus guttatus),335242,https://www.xeno-canto.org/335242,United States,Dylan Pedro,Poecile atricapillus_Black-capped Chickadee,-71.6847,0-3(s),18:00,Dylan Pedro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2130,4.5,no,bkcchi,1 (mono),2017-01-21,Not specified,138,XC351736.mp3,Not specified,Black-capped Chickadee,Not specified,XC351736 Black-capped Chickadee (Poecile atricapillus),"['Melanerpes carolinus_Red-bellied Woodpecker', 'Branta canadensis_Canada Goose']",yes,Poecile atricapillus," Crabtree Nature Center, Barrington, Cook County, Illinois",42.1162,44100 (Hz),"contact call, scold",260 m,,320000 (bps),mp3,Not specified,Red-bellied Woodpecker (Melanerpes carolinus); Canada Goose (Branta canadensis),351736,https://www.xeno-canto.org/351736,United States,Matt Wistrand,Poecile atricapillus_Black-capped Chickadee,-88.1634,Not specified,09:22,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2131,4.5,no,bkcchi,2 (stereo),2017-01-11,Not specified,206,XC352964.mp3,Not specified,Black-capped Chickadee,Not specified,XC352964 Black-capped Chickadee (Poecile atricapillus),"['Colaptes auratus_Northern Flicker', 'Cyanocitta cristata_Blue Jay', 'Haemorhous mexicanus_House Finch', 'Branta canadensis_Canada Goose', 'Sturnus vulgaris_European Starling']",yes,Poecile atricapillus," Fort Collins, Larimer County, Colorado",40.5692,44100 (Hz),"call, song",1600 m,"Songs and calls from a loose flock of chickadees in a residential neighborhood. Of particular interest is a warbler-like chip note issued by a chickadee (seen) in the recording between 00:20 and 01:33 in the clip (very clear, for example, at 1:13).",192000 (bps),mp3,Not specified,Northern Flicker (Colaptes auratus); Blue Jay (Cyanocitta cristata); House Finch (Haemorhous mexicanus); Canada Goose (Branta canadensis); Common Starling (Sturnus vulgaris),352964,https://www.xeno-canto.org/352964,United States,Nick Komar,Poecile atricapillus_Black-capped Chickadee,-105.1277,Not specified,09:00,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
